List of all the Forecast Locations by Program / Liste de tous les emplacements de prévisions par programme,,,,,,
CODE,NAME,NOM,PROGRAMS,PROGRAMMES,PROVINCE/WATERBODY 2 PROVINCE/PLAN D'EAU 2,PROVINCE/WATERBODY MOD. PROVINCE/PLAN D'EAU MOD.
003643,South Labrador Sea - ESE,mer du Labrador-Sud - E-S-E,Services,Services,AT,AT
003643-003644-003645-003646,South Labrador Sea - southern half,mer du Labrador-Sud - moitié sud,Ice,Glaces,AT,AT
003643-003644-003645-003646,South Labrador Sea - southern half,mer du Labrador-Sud - moitié sud,Marine,Marine,AT,AT
003644,South Labrador Sea - SSE,mer du Labrador-Sud - S-S-E,Services,Services,AT,AT
003644-003645-003646-003647,South Labrador Sea - southwestern half,mer du Labrador-Sud - moitié sud-ouest,Ice,Glaces,AT,AT
003644-003645-003646-003647,South Labrador Sea - southwestern half,mer du Labrador-Sud - moitié sud-ouest,Marine,Marine,AT,AT
003645,South Labrador Sea - SSW,mer du Labrador-Sud - S-S-O,Services,Services,AT,AT
003645-003646-003647-003648,South Labrador Sea - western half,mer du Labrador-Sud - moitié ouest,Marine,Marine,AT,AT
003645-003646-003647-003648,South Labrador Sea - western half,mer du Labrador-Sud - moitié ouest,Ice,Glaces,AT,AT
003646,South Labrador Sea - WSW,mer du Labrador-Sud - O-S-O,Services,Services,AT,AT
003647,South Labrador Sea - WNW,mer du Labrador-Sud - O-N-O,Services,Services,AT,AT
003648,South Labrador Sea - NNW,mer du Labrador-Sud - N-N-O,Services,Services,AT,AT
003650,East Labrador Sea,mer du Labrador-Est,CAP-CP,PC-PAC,AT,AT
003650,East Labrador Sea,mer du Labrador-Est,Ice,Glaces,AT,AT
003650,East Labrador Sea,mer du Labrador-Est,Marine,Marine,AT,AT
003650,East Labrador Sea,mer du Labrador-Est,Hurricane,Ouragans,AT,AT
003651,East Labrador Sea - NNE,mer du Labrador-Est - N-N-E,Services,Services,AT,AT
003651-003652-003653-003654,East Labrador Sea - eastern half,mer du Labrador-Est - moitié est,Ice,Glaces,AT,AT
003651-003652-003653-003654,East Labrador Sea - eastern half,mer du Labrador-Est - moitié est,Marine,Marine,AT,AT
003651-003652-003653-003658,East Labrador Sea - northeastern half,mer du Labrador-Est - moitié nord-est,Ice,Glaces,AT,AT
003651-003652-003653-003658,East Labrador Sea - northeastern half,mer du Labrador-Est - moitié nord-est,Marine,Marine,AT,AT
003651-003652-003657-003658,East Labrador Sea - northern half,mer du Labrador-Est - moitié nord,Ice,Glaces,AT,AT
003651-003652-003657-003658,East Labrador Sea - northern half,mer du Labrador-Est - moitié nord,Marine,Marine,AT,AT
003651-003656-003657-003658,East Labrador Sea - northwestern half,mer du Labrador-Est - moitié nord-ouest,Marine,Marine,AT,AT
003651-003656-003657-003658,East Labrador Sea - northwestern half,mer du Labrador-Est - moitié nord-ouest,Ice,Glaces,AT,AT
003652,East Labrador Sea - ENE,mer du Labrador-Est - E-N-E,Services,Services,AT,AT
003652-003653-003654-003655,East Labrador Sea - southeastern half,mer du Labrador-Est - moitié sud-est,Ice,Glaces,AT,AT
003652-003653-003654-003655,East Labrador Sea - southeastern half,mer du Labrador-Est - moitié sud-est,Marine,Marine,AT,AT
003653,East Labrador Sea - ESE,mer du Labrador-Est - E-S-E,Services,Services,AT,AT
003653-003654-003655-003656,East Labrador Sea - southern half,mer du Labrador-Est - moitié sud,Ice,Glaces,AT,AT
003653-003654-003655-003656,East Labrador Sea - southern half,mer du Labrador-Est - moitié sud,Marine,Marine,AT,AT
003654,East Labrador Sea - SSE,mer du Labrador-Est - S-S-E,Services,Services,AT,AT
003654-003655-003656-003657,East Labrador Sea - southwestern half,mer du Labrador-Est - moitié sud-ouest,Ice,Glaces,AT,AT
003654-003655-003656-003657,East Labrador Sea - southwestern half,mer du Labrador-Est - moitié sud-ouest,Marine,Marine,AT,AT
003655,East Labrador Sea - SSW,mer du Labrador-Est - S-S-O,Services,Services,AT,AT
003655-003656-003657-003658,East Labrador Sea - western half,mer du Labrador-Est - moitié ouest,Marine,Marine,AT,AT
003655-003656-003657-003658,East Labrador Sea - western half,mer du Labrador-Est - moitié ouest,Ice,Glaces,AT,AT
003656,East Labrador Sea - WSW,mer du Labrador-Est - O-S-O,Services,Services,AT,AT
003657,East Labrador Sea - WNW,mer du Labrador-Est - O-N-O,Services,Services,AT,AT
003658,East Labrador Sea - NNW,mer du Labrador-Est - N-N-O,Services,Services,AT,AT
004110,Lake Melville,lac Melville,CAP-CP,PC-PAC,"NL,IW","NL,IWE"
004110,Lake Melville,lac Melville,Ice,Glaces,"NL,IW","NL,IWE"
004110,Lake Melville,lac Melville,Marine,Marine,"NL,IW","NL,IWE"
004110,Lake Melville,lac Melville,Hurricane,Ouragans,"NL,IW","NL,IWE"
004120,Meelpaeg Lake,lac Meelpaeg,Services,Services,"NL,IW","NL,IWE"
004130,Smallwood Reservoir,réservoir Smallwood,Services,Services,"NL,IW","NL,IWE"
004210,Bras d'Or Lakes,réseau du lac Bras d'Or,CAP-CP,PC-PAC,"NS,IW","NS,IWE"
004210,Bras d'Or Lakes,réseau du lac Bras d'Or,Marine,Marine,"NS,IW","NS,IWE"
004210,Bras d'Or Lakes,réseau du lac Bras d'Or,Hurricane,Ouragans,"NS,IW","NS,IWE"
004310,Saguenay to Tadoussac,Saguenay à Tadoussac,CAP-CP,PC-PAC,"QC,IW","QC,IWE"
004310,Saguenay to Tadoussac,Saguenay à Tadoussac,Marine,Marine,"QC,IW","QC,IWE"
004310,Saguenay to Tadoussac,Saguenay à Tadoussac,Hurricane,Ouragans,"QC,IW","QC,IWE"
004320,Lake Saint-Jean,lac Saint-Jean,CAP-CP,c,"QC,IW","QC,IWE"
004320,Lake Saint-Jean,lac Saint-Jean,Marine,Marine,"QC,IW","QC,IWE"
004320,Lake Saint-Jean,lac Saint-Jean,Hurricane,Ouragans,"QC,IW","QC,IWE"
004330,La Grande River,Grande Rivière,Services,Services,"QC,IW","QC,IWE"
004340,Caniapiscau Reservoir,Réservoir de Caniapiscau,Services,Services,"QC,IW","QC,IWE"
004350,La Grande 3 Reservoir,Réservoir La Grande 3,Services,Services,"QC,IW","QC,IWE"
004360,Robert-Bourassa Reservoir,Réservoir Robert-Bourassa,Services,Services,"QC,IW","QC,IWE"
004370,Mistassini Lake,lac Mistassini,Services,Services,"QC,IW","QC,IWE"
004410,L'Isle-aux-Coudres to Tadoussac,L'Isle-aux-Coudres à Tadoussac,CAP-CP,PC-PAC,"QC,IW","QC,IWE"
004410,L'Isle-aux-Coudres to Tadoussac,L'Isle-aux-Coudres à Tadoussac,Marine,Marine,"QC,IW","QC,IWE"
004410,L'Isle-aux-Coudres to Tadoussac,L'Isle-aux-Coudres à Tadoussac,Hurricane,Ouragans,"QC,IW","QC,IWE"
004420,St. Lawrence River - Donnacona to L'Isle-aux-Coudres,fleuve Saint-Laurent - Donnacona à L'Isle-aux-Coudres,CAP-CP,PC-PAC,"QC,IW","QC,IWE"
004421,Beauport to L'Isle-aux-Coudres,Beauport à L'Isle-aux-Coudres,Marine,Marine,"QC,IW","QC,IWE"
004421,Beauport to L'Isle-aux-Coudres,Beauport à L'Isle-aux-Coudres,Hurricane,Ouragans,"QC,IW","QC,IWE"
004422,Donnacona to Beauport,Donnacona à Beauport,Marine,Marine,"QC,IW","QC,IWE"
004422,Donnacona to Beauport,Donnacona à Beauport,Hurricane,Ouragans,"QC,IW","QC,IWE"
004430,St. Lawrence River - Trois-Rivières to Donnacona,fleuve Saint-Laurent - Trois-Rivières à Donnacona,CAP-CP,PC-PAC,"QC,IW","QC,IWE"
004430,Trois-Rivières to Donnacona,Trois-Rivières à Donnacona,Marine,Marine,"QC,IW","QC,IWE"
004430,Trois-Rivières to Donnacona,Trois-Rivières à Donnacona,Hurricane,Ouragans,"QC,IW","QC,IWE"
004440,St. Lawrence River - Montréal to Trois-Rivières,fleuve Saint-Laurent - Montréal à Trois-Rivières,CAP-CP,PC-PAC,"QC,IW","QC,IWE"
004440,Montréal to Trois-Rivières,Montréal à Trois-Rivières,Marine,Marine,"QC,IW","QC,IWE"
004440,Montréal to Trois-Rivières,Montréal à Trois-Rivières,Hurricane,Ouragans,"QC,IW","QC,IWE"
004450,St. Lawrence River - Cornwall to Montréal,fleuve Saint-Laurent - Cornwall à Montréal,CAP-CP,PC-PAC,"ON,QC,IW","ON,QC,IWE"
004450,Cornwall to Montréal,Cornwall à Montréal,Marine,Marine,"ON,QC,IW","ON,QC,IWE"
004450,Cornwall to Montréal,Cornwall à Montréal,Hurricane,Ouragans,"ON,QC,IW","ON,QC,IWE"
004460,St. Lawrence River - Prescott to Cornwall,fleuve Saint-Laurent - Prescott à Cornwall,CAP-CP,PC-PAC,"ON,IW","ON,IWE"
004461,Prescott to Cornwall,Prescott à Cornwall,Marine,Marine,"ON,IW","ON,IWE"
004461,Prescott to Cornwall,Prescott à Cornwall,Hurricane,Ouragans,"ON,IW","ON,IWE"
004461-004471,Kingston to Cornwall,Kingston à Cornwall,Marine,Marine,"ON,IW","ON,IWE"
004462,Prescott to Cornwall,Prescott à Cornwall,Services,Services,IW,IWE
004470,St. Lawrence River - Kingston to Prescott,fleuve Saint-Laurent - Kingston à Prescott,CAP-CP,PC-PAC,"ON,IW","ON,IWE"
004471,Kingston to Prescott,Kingston à Prescott,Marine,Marine,"ON,IW","ON,IWE"
004471,Kingston to Prescott,Kingston à Prescott,Hurricane,Ouragans,"ON,IW","ON,IWE"
004472,Kingston to Prescott,Kingston à Prescott,Services,Services,IW,IWE
004510,Lake Memphrémagog - northern half,lac Memphrémagog - moitié nord,Marine,Marine,"QC,IW","QC,IWE"
004510,Lake Memphrémagog - northern half,lac Memphrémagog - moitié nord,Hurricane,Ouragans,"QC,IW","QC,IWE"
004520,Lake Memphrémagog,lac Memphrémagog,Services,Services,IW,IWE
004610,Richelieu River and Northern Lake Champlain,rivière Richelieu et lac Champlain Nord,Marine,Marine,"QC,IW","QC,IWE"
004610,Richelieu River and Northern Lake Champlain,rivière Richelieu et lac Champlain Nord,Hurricane,Ouragans,"QC,IW","QC,IWE"
004611,Northern Lake Champlain,lac Champlain Nord,Services,Services,"QC,IW","QC,IWE"
004612,Richelieu River,rivière Richelieu,Services,Services,"QC,IW","QC,IWE"
004621,Northern Lake Champlain,lac Champlain Nord,Services,Services,IW,IWE
004622,Lake Champlain,lac Champlain,Services,Services,IW,IWE
004630,Ottawa River,rivière des Outaouais,Services,Services,"ON,QC,IW","ON,QC,IWE"
004710,Lake Simcoe,lac Simcoe,CAP-CP,PC-PAC,"ON,IW","ON,IWE"
004710,Lake Simcoe,lac Simcoe,Marine,Marine,"ON,IW","ON,IWE"
004710,Lake Simcoe,lac Simcoe,Hurricane,Ouragans,"ON,IW","ON,IWE"
004720,Lake Nipissing,lac Nipissing,Marine,Marine,"ON,IW","ON,IWE"
004720,Lake Nipissing,lac Nipissing,CAP-CP,PC-PAC,"ON,IW","ON,IWE"
004720,Lake Nipissing,lac Nipissing,Hurricane,Ouragans,"ON,IW","ON,IWE"
004730,Lake Abitibi,lac Abitibi,Services,Services,"ON,IW","ON,IWE"
004740,Hamilton Harbour,port de Hamilton,Services,Services,"ON,IW","ON,IWE"
004750,French River,rivière des Français,Services,Services,"ON,IW","ON,IWE"
004761,Detroit River,rivière Détroit,Services,Services,"ON,IW","ON,IWE"
004762,Detroit River,rivière Détroit,Services,Services,IW,IWE
004771,St. Clair River,rivière Sainte-Claire,Services,Services,"ON,IW","ON,IWE"
004772,St. Clair River,rivière Sainte-Claire,Services,Services,IW,IWE
004781,St. Marys River,rivière Sainte-Marie,Services,Services,"ON,IW","ON,IWE"
004782,St. Marys River,rivière Sainte-Marie,Services,Services,IW,IWE
004810,Lake Nipigon,lac Nipigon,CAP-CP,PC-PAC,"ON,IW","ON,IWE"
004810,Lake Nipigon,lac Nipigon,Marine,Marine,"ON,IW","ON,IWE"
004810,Lake Nipigon,lac Nipigon,Hurricane,Ouragans,"ON,IW","ON,IWE"
004821,Lake of the Woods,lac des Bois,Services,Services,"ON,IW","ON,IWE"
004821-004823,Lake of the Woods,lac des Bois,Marine,Marine,"MB,ON,IW","MB,ON,IWE"
004821-004823,Lake of the Woods,lac des Bois,Hurricane,Ouragans,"MB,ON,IW","MB,ON,IWE"
004822,Lake of the Woods,lac des Bois,Services,Services,"MN,IW","MN,IWE"
004823,Lake of the Woods,lac des Bois,Services,Services,"MB,IW","MB,IWE"
004830,Albany River,rivière Albany,Services,Services,"ON,IW","ON,IWE"
004840,Big Trout Lake,lac Big Trout,Services,Services,"ON,IW","ON,IWE"
004850,Severn River,rivière Severn,Services,Services,"ON,IW","ON,IWE"
004860,Lac Seul,lac Seul,Services,Services,"ON,IW","ON,IWE"
005110,Prince Charles,Prince Charles,CAP-CP,PC-PAC,"NU,AC","NU,HB"
005110,Prince Charles,Prince Charles,Ice,Glaces,"NU,AC","NU,HB"
005110,Prince Charles,Prince Charles,Marine,Marine,"NU,AC","NU,HB"
005110,Prince Charles,Prince Charles,MetArea,MetArea,"NU,AC","NU,HB"
005120,East Foxe,Foxe Est,Marine,Marine,"NU,AC","NU,HB"
005120,East Foxe,Foxe Est,CAP-CP,PC-PAC,"NU,AC","NU,HB"
005120,East Foxe,Foxe Est,Ice,Glaces,"NU,AC","NU,HB"
005120,East Foxe,Foxe Est,MetArea,MetArea,"NU,AC","NU,HB"
005130,West Foxe,Foxe Ouest,Marine,Marine,"NU,AC","NU,HB"
005130,West Foxe,Foxe Ouest,Ice,Glaces,"NU,AC","NU,HB"
005130,West Foxe,Foxe Ouest,CAP-CP,PC-PAC,"NU,AC","NU,HB"
005130,West Foxe,Foxe Ouest,MetArea,MetArea,"NU,AC","NU,HB"
005140,Igloolik,Igloolik,CAP-CP,PC-PAC,"NU,AC","NU,HB"
005140,Igloolik,Igloolik,Ice,Glaces,"NU,AC","NU,HB"
005140,Igloolik,Igloolik,Marine,Marine,"NU,AC","NU,HB"
005140,Igloolik,Igloolik,MetArea,MetArea,"NU,AC","NU,HB"
005141,Igloolik - northern half,Igloolik - moitié nord,Marine,Marine,"NU,AC","NU,HB"
005142,Igloolik - southern half,Igloolik - moitié sud,Marine,Marine,"NU,AC","NU,HB"
005210,Nottingham,Nottingham,CAP-CP,PC-PAC,"NU,QC,AC","NU,QC,HB"
005210,Nottingham,Nottingham,Ice,Glaces,"NU,QC,AC","NU,QC,HB"
005210,Nottingham,Nottingham,Marine,Marine,"NU,QC,AC","NU,QC,HB"
005210,Nottingham,Nottingham,MetArea,MetArea,"NU,QC,AC","NU,QC,HB"
005211,Nottingham - eastern half,Nottingham - moitié est,Ice,Glaces,"NU,QC,AC","NU,QC,HB"
005211,Nottingham - eastern half,Nottingham - moitié est,Marine,Marine,"NU,QC,AC","NU,QC,HB"
005212,Nottingham - western half,Nottingham - moitié ouest,Marine,Marine,"NU,QC,AC","NU,QC,HB"
005212,Nottingham - western half,Nottingham - moitié ouest,Ice,Glaces,"NU,QC,AC","NU,QC,HB"
005220,Resolution,Resolution,CAP-CP,PC-PAC,"NU,QC,NL,AC","NU,QC,NL,HB"
005220,Resolution,Resolution,Ice,Glaces,"NU,QC,NL,AC","NU,QC,NL,HB"
005220,Resolution,Resolution,Marine,Marine,"NU,QC,NL,AC","NU,QC,NL,HB"
005221,Resolution - eastern half,Resolution - moitié est,Ice,Glaces,"NU,NU,QC,NL,AC","NU,QC,NL,HB"
005221,Resolution - eastern half,Resolution - moitié est,Marine,Marine,"NU,NU,QC,NL,AC","NU,QC,NL,HB"
005222,Resolution - western half,Resolution - moitié ouest,Ice,Glaces,"NU,QC,AC","NU,QC,HB"
005222,Resolution - western half,Resolution - moitié ouest,Marine,Marine,"NU,QC,AC","NU,QC,HB"
005230,Ungava,Ungava,CAP-CP,PC-PAC,"NU,QC,AC","NU,QC,HB"
005230,Ungava,Ungava,Ice,Glaces,"NU,QC,AC","NU,QC,HB"
005230,Ungava,Ungava,Marine,Marine,"NU,QC,AC","NU,QC,HB"
005231,Ungava - eastern half,Ungava - moitié est,Ice,Glaces,"QC,AC","QC,HB"
005231,Ungava - eastern half,Ungava - moitié est,Marine,Marine,"QC,AC","QC,HB"
005232,Ungava - western half,Ungava - moitié ouest,Ice,Glaces,"NU,QC,AC","NU,QC,HB"
005232,Ungava - western half,Ungava - moitié ouest,Marine,Marine,"NU,QC,AC","NU,QC,HB"
005310,Puvirnituq,Puvirnituq,CAP-CP,PC-PAC,"NU,QC,AC","NU,QC,HB"
005310,Puvirnituq,Puvirnituq,Ice,Glaces,"NU,QC,AC","NU,QC,HB"
005310,Puvirnituq,Puvirnituq,Marine,Marine,"NU,QC,AC","NU,QC,HB"
005310,Puvirnituq,Puvirnituq,MetArea,MetArea,"NU,QC,AC","NU,QC,HB"
005311,Puvirnituq - northern half,Puvirnituq - moitié nord,Ice,Glaces,"NU,QC,AC","NU,QC,HB"
005311,Puvirnituq - northern half,Puvirnituq - moitié nord,Marine,Marine,"NU,QC,AC","NU,QC,HB"
005312,Puvirnituq - southern half,Puvirnituq - moitié sud,Ice,Glaces,"NU,QC,AC","NU,QC,HB"
005312,Puvirnituq - southern half,Puvirnituq - moitié sud,Marine,Marine,"NU,QC,AC","NU,QC,HB"
005320,Belcher,Belcher,Marine,Marine,"NU,ON,QC,AC","NU,ON,QC,HB"
005320,Belcher,Belcher,CAP-CP,PC-PAC,"NU,ON,QC,AC","NU,ON,QC,HB"
005320,Belcher,Belcher,Ice,Glaces,"NU,ON,QC,AC","NU,ON,QC,HB"
005320,Belcher,Belcher,MetArea,MetArea,"NU,ON,QC,AC","NU,ON,QC,HB"
005321,Belcher - northern half,Belcher - moitié nord,Ice,Glaces,"NU,QC,AC","NU,QC,HB"
005321,Belcher - northern half,Belcher - moitié nord,Marine,Marine,"NU,QC,AC","NU,QC,HB"
005322,Belcher - southern half,Belcher - moitié sud,Ice,Glaces,"NU,QC,ON,AC","NU,QC,ON,HB"
005322,Belcher - southern half,Belcher - moitié sud,Marine,Marine,"NU,QC,ON,AC","NU,QC,ON,HB"
005330,James Bay,baie James,CAP-CP,PC-PAC,"NU,ON,QC,AC","NU,ON,QC,HB"
005330,James Bay,baie James,Ice,Glaces,"NU,ON,QC,AC","NU,ON,QC,HB"
005330,James Bay,baie James,Marine,Marine,"NU,ON,QC,AC","NU,ON,QC,HB"
005330,James Bay,baie James,MetArea,MetArea,"NU,ON,QC,AC","NU,ON,QC,HB"
005331,James Bay - northern half,baie James - moitié nord,Ice,Glaces,"NU,ON,QC,AC","NU,ON,QC,HB"
005331,James Bay - northern half,baie James - moitié nord,Marine,Marine,"NU,ON,QC,AC","NU,ON,QC,HB"
005332,James Bay - southern half,baie James - moitié sud,Ice,Glaces,"NU,ON,QC,AC","NU,ON,QC,HB"
005332,James Bay - southern half,baie James - moitié sud,Marine,Marine,"NU,ON,QC,AC","NU,ON,QC,HB"
005410,South-central Hudson,Hudson Centre-Sud,Marine,Marine,"NU,AC","NU,HB"
005410,South-central Hudson,Hudson Centre-Sud,CAP-CP,PC-PAC,"NU,AC","NU,HB"
005410,South-central Hudson,Hudson Centre-Sud,Ice,Glaces,"NU,AC","NU,HB"
005410,South-central Hudson,Hudson Centre-Sud,MetArea,MetArea,"NU,AC","NU,HB"
005411,South-central Hudson - eastern half,Hudson Centre-Sud - moitié est,Marine,Marine,"NU,AC","NU,HB"
005411,South-central Hudson - eastern half,Hudson Centre-Sud - moitié est,Ice,Glaces,"NU,AC","NU,HB"
005412,South-central Hudson - western half,Hudson Centre-Sud - moitié ouest,Ice,Glaces,"NU,AC","NU,HB"
005412,South-central Hudson - western half,Hudson Centre-Sud - moitié ouest,Marine,Marine,"NU,AC","NU,HB"
005420,South Hudson,Hudson Sud,CAP-CP,PC-PAC,"ON,AC","ON,HB"
005420,South Hudson,Hudson Sud,Ice,Glaces,"ON,AC","ON,HB"
005420,South Hudson,Hudson Sud,Marine,Marine,"ON,AC","ON,HB"
005420,South Hudson,Hudson Sud,MetArea,MetArea,"ON,AC","ON,HB"
005421,South Hudson - eastern half,Hudson Sud - moitié est,Ice,Glaces,"ON,AC","ON,HB"
005421,South Hudson - eastern half,Hudson Sud - moitié est,Marine,Marine,"ON,AC","ON,HB"
005422,South Hudson - western half,Hudson Sud - moitié ouest,Ice,Glaces,"ON,AC","ON,HB"
005422,South Hudson - western half,Hudson Sud - moitié ouest,Marine,Marine,"ON,AC","ON,HB"
005430,York,York,Marine,Marine,"MB,ON,AC","MB,ON,HB"
005430,York,York,CAP-CP,PC-PAC,"MB,ON,AC","MB,ON,HB"
005430,York,York,Ice,Glaces,"MB,ON,AC","MB,ON,HB"
005430,York,York,MetArea,MetArea,"MB,ON,AC","MB,ON,HB"
005431,York - eastern half,York - moitié est,Ice,Glaces,"MB,ON,AC","MB,ON,HB"
005431,York - eastern half,York - moitié est,Marine,Marine,"MB,ON,AC","MB,ON,HB"
005432,York - western half,York - moitié ouest,Ice,Glaces,"MB,AC","MB,HB"
005432,York - western half,York - moitié ouest,Marine,Marine,"MB,AC","MB,HB"
005510,Arviat,Arviat,CAP-CP,PC-PAC,"NU,AC","NU,HB"
005510,Arviat,Arviat,Ice,Glaces,"NU,AC","NU,HB"
005510,Arviat,Arviat,Marine,Marine,"NU,AC","NU,HB"
005510,Arviat,Arviat,MetArea,MetArea,"NU,AC","NU,HB"
005511,Arviat - eastern half,Arviat - moitié est,Ice,Glaces,"NU,AC","NU,HB"
005511,Arviat - eastern half,Arviat - moitié est,Marine,Marine,"NU,AC","NU,HB"
005512,Arviat - western half,Arviat - moitié ouest,Ice,Glaces,"NU,AC","NU,HB"
005512,Arviat - western half,Arviat - moitié ouest,Marine,Marine,"NU,AC","NU,HB"
005520,Churchill,Churchill,Marine,Marine,"MB,AC","MB,HB"
005520,Churchill,Churchill,CAP-CP,PC-PAC,"MB,AC","MB,HB"
005520,Churchill,Churchill,Ice,Glaces,"MB,AC","MB,HB"
005520,Churchill,Churchill,MetArea,MetArea,"MB,AC","MB,HB"
005521,Churchill - eastern half,Churchill - moitié est,Marine,Marine,"MB,AC","MB,HB"
005521,Churchill - eastern half,Churchill - moitié est,Ice,Glaces,"MB,AC","MB,HB"
005522,Churchill - western half,Churchill - moitié ouest,Ice,Glaces,"MB,AC","MB,HB"
005522,Churchill - western half,Churchill - moitié ouest,Marine,Marine,"MB,AC","MB,HB"
005530,Central,Central,CAP-CP,PC-PAC,"NU,AC","NU,HB"
005530,Central,Central,Ice,Glaces,"NU,AC","NU,HB"
005530,Central,Central,Marine,Marine,"NU,AC","NU,HB"
005530,Central,Central,MetArea,MetArea,"NU,AC","NU,HB"
005531,Central - eastern half,Central - moitié est,Ice,Glaces,"NU,AC","NU,HB"
005531,Central - eastern half,Central - moitié est,Marine,Marine,"NU,AC","NU,HB"
005532,Central - western half,Central - moitié ouest,Ice,Glaces,AC,HB
005532,Central - western half,Central - moitié ouest,Marine,Marine,AC,HB
005540,Coats,Coats,Marine,Marine,"NU,AC","NU,HB"
005540,Coats,Coats,CAP-CP,PC-PAC,"NU,AC","NU,HB"
005540,Coats,Coats,Ice,Glaces,"NU,AC","NU,HB"
005540,Coats,Coats,MetArea,MetArea,"NU,AC","NU,HB"
005541,Coats - northern half,Coats - moitié nord,Ice,Glaces,"NU,AC","NU,HB"
005541,Coats - northern half,Coats - moitié nord,Marine,Marine,"NU,AC","NU,HB"
005542,Coats - southern half,Coats - moitié sud,Ice,Glaces,"NU,AC","NU,HB"
005542,Coats - southern half,Coats - moitié sud,Marine,Marine,"NU,AC","NU,HB"
005610,Roes Welcome,Roes Welcome,CAP-CP,PC-PAC,"NU,AC","NU,HB"
005610,Roes Welcome,Roes Welcome,Ice,Glaces,"NU,AC","NU,HB"
005610,Roes Welcome,Roes Welcome,Marine,Marine,"NU,AC","NU,HB"
005610,Roes Welcome,Roes Welcome,MetArea,MetArea,"NU,AC","NU,HB"
005611,Roes Welcome - northern half,Roes Welcome - moitié nord,Ice,Glaces,"NU,AC","NU,HB"
005611,Roes Welcome - northern half,Roes Welcome - moitié nord,Marine,Marine,"NU,AC","NU,HB"
005612,Roes Welcome - southern half,Roes Welcome - moitié sud,Ice,Glaces,"NU,AC","NU,HB"
005612,Roes Welcome - southern half,Roes Welcome - moitié sud,Marine,Marine,"NU,AC","NU,HB"
005620,Rankin,Rankin,Marine,Marine,"NU,AC","NU,HB"
005620,Rankin,Rankin,CAP-CP,PC-PAC,"NU,AC","NU,HB"
005620,Rankin,Rankin,Ice,Glaces,"NU,AC","NU,HB"
005620,Rankin,Rankin,MetArea,MetArea,"NU,AC","NU,HB"
005621,Rankin - northern half,Rankin - moitié nord,Ice,Glaces,"NU,AC","NU,HB"
005621,Rankin - northern half,Rankin - moitié nord,Marine,Marine,"NU,AC","NU,HB"
005622,Rankin - southern half,Rankin - moitié sud,Ice,Glaces,"NU,AC","NU,HB"
005622,Rankin - southern half,Rankin - moitié sud,Marine,Marine,"NU,AC","NU,HB"
005630,Chesterfield Inlet,Chesterfield Inlet,CAP-CP,PC-PAC,"NU,AC","NU,HB"
006110,Robeson,Robeson,CAP-CP,PC-PAC,"NU,AC","NU,NAC"
006110,Robeson,Robeson,Ice,Glaces,"NU,AC","NU,NAC"
006110,Robeson,Robeson,Marine,Marine,"NU,AC","NU,NAC"
006110,Robeson,Robeson,MetArea,MetArea,"NU,AC","NU,NAC"
006111,Robeson - northern half,Robeson - moitié nord,Ice,Glaces,"NU,AC","NU,NAC"
006111,Robeson - northern half,Robeson - moitié nord,Marine,Marine,"NU,AC","NU,NAC"
006111,Robeson - northern half,Robeson - moitié nord,MetArea,MetArea,"NU,AC","NU,NAC"
006112,Robeson - southern half,Robeson - moitié sud,Marine,Marine,"NU,AC","NU,NAC"
006112,Robeson - southern half,Robeson - moitié sud,MetArea,MetArea,"NU,AC","NU,NAC"
006112,Robeson - southern half,Robeson - moitié sud,Ice,Glaces,"NU,AC","NU,NAC"
006120,Kane,Kane,Ice,Glaces,"NU,AC","NU,NAC"
006120,Kane,Kane,Marine,Marine,"NU,AC","NU,NAC"
006120,Kane,Kane,CAP-CP,PC-PAC,"NU,AC","NU,NAC"
006120,Kane,Kane,MetArea,MetArea,"NU,AC","NU,NAC"
006121,Kane - northern half,Kane - moitié nord,Ice,Glaces,"NU,AC","NU,NAC"
006121,Kane - northern half,Kane - moitié nord,Marine,Marine,"NU,AC","NU,NAC"
006121,Kane - northern half,Kane - moitié nord,MetArea,MetArea,"NU,AC","NU,NAC"
006122,Kane - southern half,Kane - moitié sud,Ice,Glaces,"NU,AC","NU,NAC"
006122,Kane - southern half,Kane - moitié sud,Marine,Marine,"NU,AC","NU,NAC"
006122,Kane - southern half,Kane - moitié sud,MetArea,MetArea,"NU,AC","NU,NAC"
006130,Clarence,Clarence,CAP-CP,PC-PAC,"NU,AC","NU,NAC"
006130,Clarence,Clarence,Ice,Glaces,"NU,AC","NU,NAC"
006130,Clarence,Clarence,Marine,Marine,"NU,AC","NU,NAC"
006130,Clarence,Clarence,MetArea,MetArea,"NU,AC","NU,NAC"
006131,AC006131,AC006131,Services,Services,AC,NAC
006131-006132,Clarence - northern half,Clarence - moitié nord,MetArea,MetArea,"NU,AC","NU,NAC"
006131-006132,Clarence - northern half,Clarence - moitié nord,Marine,Marine,"NU,AC","NU,NAC"
006131-006132,Clarence - northern half,Clarence - moitié nord,Ice,Glaces,"NU,AC","NU,NAC"
006132,AC006132,AC006132,Services,Services,"NU,AC","NU,NAC"
006133,AC006133,AC006133,Services,Services,AC,NAC
006133-006134-006135,Clarence - southern half,Clarence - moitié sud,Ice,Glaces,"NU,AC","NU,NAC"
006133-006134-006135,Clarence - southern half,Clarence - moitié sud,Marine,Marine,"NU,AC","NU,NAC"
